date,hospital_id,ward_code,wait_per_triage,age,bed_impact_score,arrival_source_ambulance,arrival_source_referral,arrival_source_self,arrival_source_transfer,outcome_death,outcome_discharged,outcome_readmit_30d,outcome_transferred,sex_F,sex_M,base_beds,effective_capacity,admissions,staffing_index,discharge_rate_per_bed,occupancy_lag1,occupancy_lag7,overflow_lag1,overflow_lag7,discharges_lag1,discharges_lag7,admission_rate_per_bed_lag1,admission_rate_per_bed_lag7,avg_wait_minutes_lag1,avg_wait_minutes_lag7,occupancy_rate_lag1,occupancy_rate_lag7
2022-11-10,2,MED,75.0,56.375,,1,0,7,0,0,8,0,0,3,5,50,58,40,0.991,0.48,58.0,58.0,22.0,26.0,17.0,19.0,0.62,0.74,147.0,204.0,1.0,1.0
2022-11-10,2,SURG,75.0,59.375,,2,2,4,0,0,8,0,0,3,5,40,40,14,1.001,0.525,38.0,41.0,0.0,1.0,19.0,14.0,0.275,0.225,54.0,46.0,0.95,0.891
2022-11-10,3,ED,81.125,53.916666666666664,0.0,3,0,8,1,0,11,0,1,6,6,30,34,69,0.978,0.967,34.0,34.0,58.0,38.0,31.0,32.0,2.833,2.2,332.0,286.0,1.0,1.0
2022-11-10,3,ICU,75.0,50.125,,0,5,2,1,0,8,0,0,1,7,20,23,8,1.056,0.4,23.0,23.0,13.0,4.0,4.0,6.0,0.7,0.35,166.0,106.0,1.0,1.0
2022-11-10,3,MED,75.0,48.25,,1,3,3,1,0,8,0,0,5,3,50,58,39,1.037,0.26,58.0,58.0,21.0,18.0,13.0,22.0,0.52,0.64,262.0,120.0,1.0,1.0
2022-11-10,3,SURG,75.0,56.125,,0,1,7,0,0,7,1,0,4,4,40,40,13,1.021,0.575,41.0,42.0,1.0,2.0,19.0,20.0,0.35,0.4,151.0,84.0,0.891,0.913
2022-11-10,4,ED,121.92222222222222,58.166666666666664,0.0,1,3,7,1,0,11,0,1,7,5,30,34,66,0.971,1.133,34.0,34.0,39.0,38.0,29.0,28.0,2.133,2.067,239.0,309.0,1.0,1.0
2022-11-10,4,ICU,75.0,60.875,,1,1,6,0,1,7,0,0,2,6,20,23,10,1.019,0.15,23.0,23.0,8.0,7.0,8.0,8.0,0.65,0.6,122.0,184.0,1.0,1.0
2022-11-10,4,MED,75.0,58.0,,1,2,4,1,0,8,0,0,4,4,50,58,30,1.033,0.3,58.0,58.0,29.0,18.0,24.0,18.0,0.9,0.56,220.0,181.0,1.0,1.0
2022-11-10,4,SURG,75.0,51.375,,1,1,6,0,0,8,0,0,3,5,40,46,29,1.02,0.525,43.0,42.0,3.0,2.0,24.0,17.0,0.525,0.45,143.0,129.0,0.935,0.913
2022-11-10,5,ED,84.72222222222221,61.5,0.0,3,3,6,0,0,12,0,0,7,5,30,34,49,1.006,1.033,34.0,34.0,23.0,23.0,32.0,34.0,1.7,1.767,259.0,140.0,1.0,1.0
2022-11-10,5,ICU,75.0,45.625,,0,1,7,0,1,7,0,0,3,5,20,23,18,1.013,0.2,23.0,23.0,12.0,4.0,3.0,4.0,0.65,0.25,209.0,167.0,1.0,1.0
2022-11-10,5,MED,75.0,60.75,,1,3,4,0,0,8,0,0,5,3,50,58,31,1.033,0.48,58.0,58.0,36.0,32.0,20.0,28.0,0.96,1.04,181.0,234.0,1.0,1.0
2022-11-10,5,SURG,75.0,57.875,,3,0,3,2,0,7,1,0,5,3,40,46,21,1.02,0.4,46.0,46.0,20.0,9.0,12.0,17.0,0.65,0.5,143.0,93.0,1.0,1.0
2022-11-11,1,ED,69.99166666666667,52.083333333333336,0.0,2,2,6,2,0,12,0,0,6,6,30,34,52,0.974,1.067,34.0,34.0,13.0,21.0,32.0,33.0,1.367,1.667,179.0,249.0,1.0,1.0
2022-11-11,1,ICU,75.0,58.875,,0,1,7,0,0,8,0,0,5,3,20,23,11,1.001,0.15,23.0,23.0,8.0,6.0,6.0,9.0,0.6,0.6,178.0,133.0,1.0,1.0
2022-11-11,1,MED,75.0,58.5,,2,0,6,0,0,8,0,0,2,6,50,58,24,1.02,0.22,58.0,58.0,27.0,10.0,18.0,20.0,0.74,0.44,174.0,178.0,1.0,1.0
2022-11-11,1,SURG,75.0,59.25,,2,0,5,1,0,7,1,0,2,6,40,46,15,0.981,0.325,46.0,46.0,10.0,7.0,18.0,23.0,0.55,0.6,112.0,159.0,1.0,1.0
2022-11-11,2,ED,87.35277777777777,59.0,0.0,2,3,7,0,0,9,0,3,7,5,30,34,52,1.026,0.933,34.0,34.0,34.0,34.0,29.0,33.0,1.967,2.1,272.0,283.0,1.0,1.0
2022-11-11,2,ICU,75.0,49.875,,2,2,4,0,0,8,0,0,6,2,20,23,9,1.0,0.2,23.0,23.0,5.0,10.0,6.0,4.0,0.4,0.55,158.0,208.0,1.0,1.0
2022-11-11,2,MED,75.0,54.125,,3,0,5,0,0,7,1,0,5,3,50,58,31,1.071,0.44,58.0,58.0,24.0,15.0,24.0,22.0,0.8,0.58,175.0,157.0,1.0,1.0
2022-11-11,2,SURG,75.0,55.0,,2,1,5,0,0,7,1,0,6,2,40,46,24,0.981,0.25,31.0,46.0,0.0,13.0,21.0,10.0,0.35,0.55,18.0,138.0,0.775,1.0
2022-11-11,3,ED,66.08333333333333,46.583333333333336,0.0,3,2,7,0,0,10,0,2,7,5,30,34,48,1.022,1.1,34.0,34.0,44.0,20.0,29.0,31.0,2.3,1.567,310.0,169.0,1.0,1.0
2022-11-11,3,ICU,75.0,49.25,,3,1,4,0,1,7,0,0,6,2,20,23,11,1.009,0.3,23.0,23.0,3.0,6.0,8.0,5.0,0.4,0.4,167.0,147.0,1.0,1.0
2022-11-11,3,MED,75.0,46.375,,2,1,5,0,0,7,1,0,5,3,50,58,37,1.016,0.38,58.0,58.0,34.0,11.0,13.0,25.0,0.78,0.56,175.0,185.0,1.0,1.0
2022-11-11,3,SURG,75.0,54.125,,1,1,6,0,0,7,1,0,5,3,40,46,25,0.96,0.325,31.0,41.0,0.0,1.0,23.0,16.0,0.325,0.375,34.0,140.0,0.775,0.891
2022-11-11,4,ED,102.7,53.083333333333336,0.0,5,1,6,0,0,11,0,1,6,6,30,34,64,1.022,0.9,34.0,34.0,36.0,37.0,34.0,31.0,2.2,2.133,277.0,278.0,1.0,1.0
2022-11-11,4,ICU,75.0,44.25,,3,0,4,1,1,7,0,0,5,3,20,23,12,1.012,0.25,23.0,21.0,10.0,1.0,3.0,8.0,0.5,0.3,214.0,140.0,1.0,0.913
2022-11-11,4,MED,75.0,62.5,,4,3,1,0,0,7,1,0,4,4,50,58,28,1.008,0.54,58.0,58.0,23.0,15.0,15.0,24.0,0.6,0.62,136.0,159.0,1.0,1.0
2022-11-11,4,SURG,75.0,62.75,,1,1,5,1,0,8,0,0,3,5,40,46,21,0.97,0.4,46.0,40.0,11.0,0.0,21.0,24.0,0.725,0.55,100.0,65.0,1.0,1.0
2022-11-11,5,ED,76.45,49.25,0.0,2,2,8,0,0,12,0,0,5,7,30,34,64,1.004,1.033,34.0,34.0,22.0,34.0,31.0,33.0,1.633,2.1,220.0,300.0,1.0,1.0
2022-11-11,5,ICU,75.0,64.0,,1,1,4,2,0,8,0,0,1,7,20,23,16,0.945,0.25,23.0,23.0,17.0,6.0,4.0,5.0,0.9,0.4,212.0,162.0,1.0,1.0
2022-11-11,5,MED,75.0,52.75,,1,2,4,1,0,8,0,0,4,4,50,58,37,0.949,0.3,58.0,58.0,15.0,22.0,24.0,24.0,0.62,0.76,204.0,205.0,1.0,1.0
2022-11-11,5,SURG,75.0,63.5,,1,1,5,1,0,7,1,0,2,6,40,46,29,0.999,0.525,46.0,46.0,11.0,6.0,16.0,24.0,0.525,0.6,110.0,133.0,1.0,1.0
2022-11-12,1,ED,122.05555555555556,38.583333333333336,0.0,3,1,8,0,0,12,0,0,5,7,30,34,69,0.912,1.0,34.0,34.0,24.0,15.0,32.0,33.0,1.733,1.467,205.0,213.0,1.0,1.0
2022-11-12,1,ICU,75.0,51.0,,2,1,4,1,0,8,0,0,4,4,20,23,11,0.929,0.25,23.0,23.0,11.0,8.0,3.0,4.0,0.55,0.45,233.0,220.0,1.0,1.0
2022-11-12,1,MED,75.0,51.25,,1,0,6,1,0,7,1,0,4,4,50,58,23,0.853,0.4,58.0,58.0,21.0,28.0,11.0,19.0,0.48,0.78,162.0,190.0,1.0,1.0
2022-11-12,1,SURG,75.0,65.875,,1,4,3,0,0,8,0,0,3,5,40,46,22,0.965,0.45,46.0,46.0,8.0,16.0,13.0,14.0,0.375,0.6,114.0,209.0,1.0,1.0
2022-11-12,2,ED,130.27777777777777,54.666666666666664,0.0,2,2,8,0,0,11,0,1,6,6,30,34,65,0.937,1.067,34.0,34.0,28.0,36.0,28.0,33.0,1.733,2.167,226.0,205.0,1.0,1.0
2022-11-12,2,ICU,75.0,48.5,,0,0,8,0,0,8,0,0,4,4,20,23,11,0.896,0.2,23.0,23.0,8.0,6.0,4.0,4.0,0.45,0.35,178.0,205.0,1.0,1.0
2022-11-12,2,MED,75.0,56.125,,0,1,7,0,0,7,1,0,6,2,50,58,32,0.965,0.4,58.0,58.0,17.0,25.0,22.0,17.0,0.62,0.68,231.0,155.0,1.0,1.0
2022-11-12,2,SURG,75.0,56.75,,1,1,5,1,0,8,0,0,2,6,40,46,18,0.873,0.325,45.0,46.0,5.0,8.0,10.0,20.0,0.6,0.55,67.0,199.0,0.978,1.0
2022-11-12,3,ED,66.82083333333334,54.166666666666664,0.0,1,3,8,0,0,11,0,1,5,7,30,34,52,0.934,1.0,34.0,34.0,19.0,18.0,33.0,34.0,1.6,1.6,224.0,271.0,1.0,1.0
2022-11-12,3,ICU,75.0,40.125,,0,0,6,2,1,7,0,0,6,2,20,23,11,0.947,0.15,23.0,23.0,8.0,8.0,6.0,8.0,0.55,0.65,214.0,199.0,1.0,1.0
2022-11-12,3,MED,75.0,60.0,,3,1,4,0,0,8,0,0,3,5,50,58,25,0.941,0.44,58.0,58.0,26.0,20.0,19.0,25.0,0.74,0.74,173.0,256.0,1.0,1.0
2022-11-12,3,SURG,75.0,60.625,,1,0,6,1,0,8,0,0,2,6,40,46,25,0.936,0.375,43.0,43.0,3.0,3.0,13.0,12.0,0.625,0.35,199.0,111.0,0.935,0.935
2022-11-12,4,ED,58.88888888888889,53.166666666666664,0.0,3,4,4,1,0,9,0,3,6,6,30,34,45,0.974,0.933,34.0,34.0,41.0,23.0,27.0,34.0,2.133,1.767,250.0,205.0,1.0,1.0
2022-11-12,4,ICU,75.0,50.5,,2,1,4,1,0,8,0,0,7,1,20,23,9,0.896,0.15,23.0,23.0,10.0,3.0,5.0,4.0,0.6,0.3,200.0,163.0,1.0,1.0
2022-11-12,4,MED,75.0,61.75,,3,0,5,0,0,8,0,0,2,6,50,58,31,0.938,0.44,58.0,58.0,9.0,22.0,27.0,18.0,0.56,0.64,148.0,184.0,1.0,1.0
2022-11-12,4,SURG,75.0,50.25,,1,4,2,1,0,7,1,0,3,5,40,40,14,0.94,0.5,46.0,38.0,11.0,0.0,16.0,19.0,0.525,0.425,170.0,44.0,1.0,0.95
2022-11-12,5,ED,128.56944444444443,60.0,0.0,0,2,7,3,0,11,0,1,4,8,30,34,61,0.949,1.033,34.0,34.0,37.0,21.0,31.0,31.0,2.133,1.6,250.0,194.0,1.0,1.0
2022-11-12,5,ICU,75.0,60.0,,1,0,4,2,0,7,0,0,2,5,20,23,7,0.89,0.05,23.0,23.0,14.0,10.0,5.0,6.0,0.8,0.65,223.0,136.0,1.0,1.0
2022-11-12,5,MED,75.0,55.0,,1,2,5,0,0,7,1,0,4,4,50,58,40,0.9,0.36,58.0,58.0,30.0,39.0,15.0,15.0,0.74,0.92,204.0,208.0,1.0,1.0
2022-11-12,5,SURG,75.0,62.625,,2,0,5,1,0,8,0,0,6,2,40,46,25,0.917,0.375,46.0,42.0,14.0,2.0,21.0,21.0,0.725,0.425,117.0,99.0,1.0,0.913
2022-11-13,1,ED,160.79166666666666,47.833333333333336,0.0,4,2,6,0,0,11,0,1,7,5,30,34,73,0.961,1.0,34.0,34.0,43.0,26.0,30.0,33.0,2.3,1.833,335.0,235.0,1.0,1.0
2022-11-13,1,ICU,75.0,53.2,,1,0,4,0,0,5,0,0,2,3,20,23,5,0.934,0.25,23.0,23.0,9.0,5.0,5.0,4.0,0.55,0.3,189.0,122.0,1.0,1.0
2022-11-13,1,MED,75.0,51.875,,2,0,6,0,0,7,1,0,3,5,50,58,33,0.923,0.28,58.0,57.0,11.0,7.0,20.0,18.0,0.46,0.34,135.0,133.0,1.0,0.983
2022-11-13,1,SURG,75.0,36.875,,1,1,5,1,0,8,0,0,3,5,40,46,28,0.948,0.45,46.0,41.0,10.0,1.0,18.0,17.0,0.55,0.3,147.0,96.0,1.0,0.891
2022-11-13,2,ED,35.329166666666666,52.833333333333336,0.0,1,1,9,1,0,10,0,2,7,5,30,34,45,0.893,1.0,34.0,34.0,37.0,31.0,32.0,24.0,2.167,1.7,320.0,263.0,1.0,1.0
2022-11-13,2,ICU,75.0,55.57142857142857,,2,1,3,1,0,7,0,0,5,2,20,23,7,0.949,0.25,23.0,23.0,10.0,8.0,4.0,2.0,0.55,0.35,175.0,192.0,1.0,1.0
2022-11-13,2,MED,75.0,52.125,,1,2,5,0,0,7,1,0,4,4,50,58,18,0.938,0.32,58.0,50.0,20.0,0.0,20.0,26.0,0.64,0.36,242.0,75.0,1.0,1.0
2022-11-13,2,SURG,75.0,64.375,,1,3,3,1,0,8,0,0,5,3,40,46,29,0.931,0.4,46.0,43.0,10.0,3.0,13.0,18.0,0.45,0.375,163.0,173.0,1.0,0.935
2022-11-13,3,ED,71.08333333333333,47.083333333333336,0.0,2,2,7,1,0,10,0,2,6,6,30,34,43,0.949,0.9,34.0,34.0,26.0,29.0,30.0,25.0,1.733,1.667,188.0,248.0,1.0,1.0
2022-11-13,3,ICU,75.0,52.25,,3,1,4,0,1,7,0,0,6,2,20,23,14,0.877,0.25,23.0,23.0,11.0,6.0,3.0,4.0,0.55,0.35,221.0,199.0,1.0,1.0
2022-11-13,3,MED,75.0,58.625,,0,3,4,1,0,8,0,0,5,3,50,58,28,0.962,0.48,58.0,58.0,11.0,28.0,22.0,20.0,0.5,0.8,121.0,229.0,1.0,1.0
2022-11-13,3,SURG,75.0,44.5,,2,1,4,1,0,8,0,0,6,2,40,46,16,0.928,0.5,46.0,46.0,13.0,7.0,15.0,12.0,0.625,0.4,209.0,201.0,1.0,1.0
2022-11-13,4,ED,70.88888888888889,59.416666666666664,0.0,3,3,6,0,0,10,0,2,6,6,30,34,48,0.941,1.1,34.0,34.0,21.0,25.0,28.0,32.0,1.5,1.767,229.0,223.0,1.0,1.0
2022-11-13,4,ICU,75.0,59.0,,1,2,4,1,0,8,0,0,5,3,20,23,13,0.955,0.25,23.0,23.0,9.0,7.0,3.0,4.0,0.45,0.4,249.0,165.0,1.0,1.0
2022-11-13,4,MED,75.0,52.5,,2,1,4,1,0,8,0,0,4,4,50,58,35,0.858,0.38,58.0,58.0,17.0,17.0,22.0,20.0,0.62,0.58,152.0,168.0,1.0,1.0
2022-11-13,4,SURG,75.0,55.0,,1,3,4,0,0,8,0,0,6,2,40,46,27,0.939,0.45,40.0,41.0,0.0,1.0,20.0,13.0,0.35,0.4,62.0,118.0,1.0,0.891
2022-11-13,5,ED,87.38194444444446,68.41666666666667,0.0,4,1,6,1,0,11,0,1,5,7,30,34,44,0.955,0.967,34.0,34.0,34.0,15.0,31.0,32.0,2.033,1.433,266.0,167.0,1.0,1.0
2022-11-13,5,ICU,75.0,51.75,,4,1,3,0,0,8,0,0,2,6,20,23,10,0.938,0.25,23.0,23.0,9.0,3.0,1.0,7.0,0.35,0.35,152.0,107.0,1.0,1.0
2022-11-13,5,MED,75.0,46.625,,2,1,4,1,0,8,0,0,6,2,50,58,26,0.901,0.3,58.0,58.0,30.0,29.0,18.0,19.0,0.8,0.8,250.0,261.0,1.0,1.0
2022-11-13,5,SURG,75.0,51.75,,2,2,4,0,0,8,0,0,4,4,40,46,20,0.971,0.4,46.0,44.0,16.0,4.0,15.0,15.0,0.625,0.425,213.0,92.0,1.0,0.957
2022-11-14,1,ED,107.16666666666667,46.083333333333336,0.0,3,2,6,1,0,9,0,3,6,6,30,34,62,0.997,0.967,34.0,34.0,47.0,23.0,30.0,28.0,2.433,1.567,381.0,203.0,1.0,1.0
2022-11-14,1,ICU,75.0,56.125,,2,1,3,2,0,8,0,0,5,3,20,23,10,0.975,0.25,23.0,23.0,3.0,10.0,5.0,6.0,0.25,0.65,147.0,204.0,1.0,1.0
2022-11-14,1,MED,75.0,61.375,,0,0,7,1,0,7,1,0,5,3,50,58,42,0.986,0.42,58.0,58.0,27.0,20.0,14.0,27.0,0.66,0.8,147.0,153.0,1.0,1.0
2022-11-14,1,SURG,75.0,56.0,,0,0,7,1,0,8,0,0,3,5,40,46,26,0.984,0.475,46.0,46.0,16.0,18.0,18.0,15.0,0.7,0.8,153.0,141.0,1.0,1.0
2022-11-14,2,ED,101.85000000000001,54.666666666666664,0.0,1,0,10,1,0,12,0,0,7,5,30,34,62,1.001,0.967,34.0,34.0,19.0,39.0,30.0,32.0,1.5,2.233,204.0,255.0,1.0,1.0
2022-11-14,2,ICU,75.0,57.875,,3,2,3,0,0,8,0,0,4,4,20,23,13,1.01,0.3,23.0,23.0,5.0,12.0,5.0,3.0,0.35,0.6,129.0,222.0,1.0,1.0
2022-11-14,2,MED,75.0,59.875,,2,2,3,1,0,8,0,0,3,5,50,58,37,1.034,0.36,58.0,58.0,10.0,23.0,16.0,18.0,0.36,0.82,192.0,209.0,1.0,1.0
2022-11-14,2,SURG,75.0,42.875,,2,1,4,1,0,8,0,0,4,4,40,46,25,0.983,0.3,46.0,46.0,19.0,20.0,16.0,16.0,0.725,0.825,128.0,217.0,1.0,1.0
2022-11-14,3,ED,85.75,58.166666666666664,0.0,0,1,8,3,0,12,0,0,5,7,30,34,80,0.97,1.0,34.0,34.0,20.0,29.0,27.0,34.0,1.433,1.967,219.0,248.0,1.0,1.0
2022-11-14,3,ICU,75.0,61.375,,3,1,4,0,0,8,0,0,6,2,20,23,20,1.021,0.25,23.0,23.0,12.0,12.0,5.0,4.0,0.7,0.65,238.0,148.0,1.0,1.0
2022-11-14,3,MED,75.0,59.75,,2,3,3,0,0,7,1,0,5,3,50,58,34,0.968,0.46,58.0,58.0,12.0,34.0,24.0,18.0,0.56,0.88,125.0,164.0,1.0,1.0
2022-11-14,3,SURG,75.0,66.125,,1,3,4,0,0,8,0,0,6,2,40,46,30,1.016,0.3,42.0,46.0,2.0,15.0,20.0,14.0,0.4,0.575,109.0,162.0,0.913,1.0
2022-11-14,4,ED,77.47222222222223,55.5,0.0,3,3,5,1,0,11,0,1,7,5,30,34,49,0.977,1.033,34.0,34.0,19.0,25.0,33.0,32.0,1.6,1.767,214.0,176.0,1.0,1.0
2022-11-14,4,ICU,75.0,45.625,,1,2,5,0,0,8,0,0,3,5,20,23,12,0.954,0.1,23.0,23.0,11.0,3.0,5.0,10.0,0.65,0.5,141.0,186.0,1.0,1.0
2022-11-14,4,MED,75.0,59.5,,1,0,3,4,0,8,0,0,4,4,50,58,34,1.02,0.6,58.0,58.0,24.0,29.0,19.0,16.0,0.7,0.74,218.0,192.0,1.0,1.0
2022-11-14,4,SURG,75.0,60.25,,0,1,7,0,0,8,0,0,3,5,40,46,23,1.019,0.375,46.0,46.0,9.0,13.0,18.0,10.0,0.675,0.55,105.0,150.0,1.0,1.0
2022-11-14,5,ED,93.22500000000001,59.833333333333336,0.0,2,1,9,0,0,11,0,1,6,6,30,34,61,0.964,0.733,34.0,34.0,19.0,16.0,29.0,32.0,1.467,1.467,163.0,208.0,1.0,1.0
2022-11-14,5,ICU,75.0,57.25,,2,2,4,0,1,7,0,0,3,5,20,23,13,0.987,0.2,23.0,23.0,8.0,6.0,5.0,4.0,0.5,0.35,228.0,198.0,1.0,1.0
2022-11-14,5,MED,75.0,58.375,,1,1,5,1,0,8,0,0,7,1,50,58,50,0.981,0.5,58.0,58.0,19.0,29.0,15.0,22.0,0.52,0.86,180.0,187.0,1.0,1.0
2022-11-14,5,SURG,75.0,55.0,,1,0,7,0,0,8,0,0,4,4,40,46,28,1.034,0.425,46.0,46.0,10.0,18.0,16.0,16.0,0.5,0.75,170.0,147.0,1.0,1.0
2022-11-15,1,ED,81.51666666666667,58.166666666666664,0.0,3,3,4,2,0,11,0,1,7,5,30,34,46,0.976,1.1,34.0,34.0,37.0,17.0,29.0,29.0,2.067,1.4,244.0,200.0,1.0,1.0
2022-11-15,1,ICU,75.0,56.25,,3,0,5,0,0,8,0,0,5,3,20,23,9,1.041,0.2,23.0,23.0,8.0,15.0,5.0,5.0,0.5,0.85,215.0,206.0,1.0,1.0
2022-11-15,1,MED,75.0,54.0,,3,0,3,2,0,8,0,0,3,5,50,58,33,0.991,0.42,58.0,58.0,29.0,28.0,21.0,12.0,0.84,0.64,148.0,240.0,1.0,1.0
2022-11-15,1,SURG,75.0,68.125,,1,1,6,0,0,8,0,0,5,3,40,46,18,1.006,0.5,46.0,46.0,13.0,22.0,19.0,16.0,0.65,0.8,154.0,161.0,1.0,1.0
2022-11-15,2,ED,103.93333333333334,52.916666666666664,0.0,1,2,8,1,0,11,0,1,5,7,30,34,69,1.027,1.1,34.0,34.0,37.0,50.0,29.0,25.0,2.067,2.367,258.0,315.0,1.0,1.0
2022-11-15,2,ICU,75.0,64.0,,1,2,4,1,0,8,0,0,5,3,20,23,10,1.027,0.2,23.0,23.0,10.0,4.0,6.0,7.0,0.65,0.4,194.0,186.0,1.0,1.0
2022-11-15,2,MED,75.0,54.5,,1,2,5,0,0,8,0,0,3,5,50,58,32,1.011,0.44,58.0,58.0,27.0,25.0,18.0,23.0,0.74,0.8,170.0,148.0,1.0,1.0
2022-11-15,2,SURG,75.0,55.0,,2,2,4,0,0,8,0,0,7,1,40,46,36,1.01,0.5,46.0,46.0,19.0,9.0,12.0,17.0,0.625,0.5,200.0,140.0,1.0,1.0
2022-11-15,3,ED,50.375,51.833333333333336,0.0,0,5,5,2,0,11,0,1,6,6,30,34,53,1.0,1.067,34.0,34.0,54.0,37.0,30.0,34.0,2.667,2.233,319.0,273.0,1.0,1.0
2022-11-15,3,ICU,75.0,56.125,,3,0,5,0,1,7,0,0,3,5,20,23,8,0.979,0.1,23.0,23.0,18.0,15.0,5.0,1.0,1.0,0.65,236.0,176.0,1.0,1.0
2022-11-15,3,MED,75.0,57.375,,1,0,7,0,0,8,0,0,4,4,50,58,29,1.021,0.68,58.0,58.0,19.0,20.0,23.0,24.0,0.68,0.72,141.0,143.0,1.0,1.0
2022-11-15,3,SURG,75.0,58.375,,2,0,6,0,0,8,0,0,7,1,40,46,27,1.027,0.375,46.0,46.0,20.0,7.0,12.0,19.0,0.75,0.5,115.0,171.0,1.0,1.0
2022-11-15,4,ED,68.73611111111111,52.583333333333336,0.0,2,3,7,0,0,12,0,0,4,8,30,34,69,0.982,0.867,34.0,34.0,22.0,20.0,31.0,31.0,1.633,1.567,205.0,213.0,1.0,1.0
2022-11-15,4,ICU,75.0,72.0,,1,2,2,0,0,5,0,0,3,2,20,23,5,1.032,0.2,23.0,23.0,13.0,5.0,2.0,10.0,0.6,0.6,241.0,113.0,1.0,1.0
2022-11-15,4,MED,75.0,55.375,,0,1,7,0,0,8,0,0,3,5,50,58,35,0.981,0.26,58.0,58.0,12.0,33.0,30.0,22.0,0.68,0.94,110.0,221.0,1.0,1.0
2022-11-15,4,SURG,75.0,44.25,,0,0,7,1,0,7,1,0,6,2,40,46,29,1.019,0.5,46.0,46.0,14.0,13.0,15.0,19.0,0.575,0.65,128.0,206.0,1.0,1.0
2022-11-15,5,ED,58.31805555555555,53.666666666666664,0.0,2,3,6,1,0,11,0,1,7,5,30,34,43,1.007,1.033,34.0,34.0,43.0,40.0,22.0,26.0,2.033,2.067,334.0,261.0,1.0,1.0
2022-11-15,5,ICU,75.0,54.666666666666664,,1,0,4,1,0,6,0,0,3,3,20,23,6,0.965,0.25,23.0,22.0,12.0,2.0,4.0,7.0,0.65,0.3,181.0,158.0,1.0,0.957
2022-11-15,5,MED,75.0,63.125,,0,2,4,2,0,7,1,0,4,4,50,58,43,0.965,0.46,58.0,58.0,33.0,10.0,25.0,19.0,1.0,0.42,268.0,149.0,1.0,1.0
2022-11-15,5,SURG,75.0,64.75,,2,1,4,1,0,7,1,0,4,4,40,46,30,1.036,0.4,46.0,46.0,17.0,12.0,17.0,20.0,0.7,0.65,142.0,167.0,1.0,1.0
2022-11-16,1,ED,68.26805555555556,59.166666666666664,0.0,1,0,9,2,0,12,0,0,7,5,30,34,50,1.038,1.067,34.0,34.0,17.0,25.0,33.0,28.0,1.533,1.633,206.0,171.0,1.0,1.0
2022-11-16,1,ICU,75.0,65.0,,0,0,2,0,0,2,0,0,1,1,20,23,2,1.034,0.1,23.0,22.0,8.0,2.0,4.0,7.0,0.45,0.3,167.0,109.0,1.0,0.957
2022-11-16,1,MED,75.0,62.5,,1,0,6,1,0,8,0,0,4,4,50,58,32,0.959,0.38,58.0,58.0,20.0,36.0,21.0,18.0,0.66,0.92,232.0,245.0,1.0,1.0
2022-11-16,1,SURG,75.0,57.25,,2,0,5,1,0,8,0,0,5,3,40,46,21,1.008,0.425,44.0,46.0,4.0,15.0,20.0,15.0,0.45,0.6,112.0,147.0,0.957,1.0
2022-11-16,2,ED,97.20833333333333,52.916666666666664,0.0,3,1,7,1,0,11,0,1,7,5,30,34,58,1.015,1.1,34.0,34.0,40.0,32.0,33.0,27.0,2.3,1.833,268.0,231.0,1.0,1.0
2022-11-16,2,ICU,75.0,54.25,,2,1,5,0,0,8,0,0,5,3,20,23,14,0.966,0.4,23.0,23.0,9.0,5.0,4.0,6.0,0.5,0.4,169.0,140.0,1.0,1.0
2022-11-16,2,MED,75.0,63.125,,2,3,3,0,0,8,0,0,4,4,50,58,23,1.026,0.44,58.0,58.0,18.0,22.0,22.0,17.0,0.64,0.62,136.0,147.0,1.0,1.0
2022-11-16,2,SURG,75.0,46.125,,0,2,6,0,0,7,1,0,5,3,40,46,25,1.031,0.45,46.0,38.0,22.0,0.0,20.0,19.0,0.9,0.275,159.0,54.0,1.0,0.95
2022-11-16,3,ED,100.39583333333333,49.166666666666664,0.0,3,1,7,1,0,12,0,0,6,6,30,34,70,0.986,0.9,34.0,34.0,25.0,58.0,32.0,31.0,1.767,2.833,215.0,332.0,1.0,1.0
2022-11-16,3,ICU,75.0,56.25,,3,2,2,1,0,8,0,0,4,4,20,23,17,1.032,0.2,23.0,23.0,9.0,13.0,2.0,4.0,0.4,0.7,158.0,166.0,1.0,1.0
2022-11-16,3,MED,75.0,59.25,,0,2,6,0,0,8,0,0,6,2,50,58,29,0.932,0.24,53.0,58.0,3.0,21.0,34.0,13.0,0.58,0.52,172.0,262.0,0.914,1.0
2022-11-16,3,SURG,75.0,59.625,,0,2,6,0,0,8,0,0,2,6,40,46,18,1.017,0.475,46.0,41.0,18.0,1.0,15.0,19.0,0.675,0.35,112.0,151.0,1.0,0.891
2022-11-16,4,ED,85.06111111111112,56.583333333333336,0.0,4,2,4,2,0,11,0,1,4,8,30,34,68,0.999,1.033,34.0,34.0,47.0,39.0,26.0,29.0,2.3,2.133,246.0,239.0,1.0,1.0
2022-11-16,4,ICU,75.0,57.5,,0,3,3,2,0,8,0,0,7,1,20,23,10,1.008,0.25,23.0,23.0,4.0,8.0,4.0,8.0,0.25,0.65,150.0,122.0,1.0,1.0
2022-11-16,4,MED,75.0,62.375,,1,2,5,0,0,8,0,0,3,5,50,58,34,0.972,0.46,58.0,58.0,30.0,29.0,13.0,24.0,0.7,0.9,144.0,220.0,1.0,1.0
